id,maeduc,education
2438,7,<High School
2439,16,4 Yrs College
2440,14,Some College
2441,4,<High School
2443,12,High School
2445,12,High School
2446,5,<High School
2447,12,High School
2448,12,High School
2449,12,High School
2450,17,>4 Yrs College
2451,16,4 Yrs College
2454,6,<High School
2455,13,Some College
2457,18,>4 Yrs College
2459,14,Some College
2460,12,High School
2463,16,4 Yrs College
2465,13,Some College
2466,10,<High School
2467,12,High School
2468,16,4 Yrs College
2469,16,4 Yrs College
2470,12,High School
2471,12,High School
2472,12,High School
2474,14,Some College
2475,14,Some College
2478,12,High School
2479,8,<High School
2481,14,Some College
2487,12,High School
2488,14,Some College
2489,13,Some College
2490,16,4 Yrs College
2494,12,High School
2495,12,High School
2496,14,Some College
2497,14,Some College
2498,12,High School
2499,10,<High School
2501,14,Some College
2502,12,High School
2503,12,High School
2504,18,>4 Yrs College
2505,16,4 Yrs College
2506,12,High School
2507,14,Some College
2511,12,High School
2514,14,Some College
2515,12,High School
2516,17,>4 Yrs College
2517,12,High School
2519,11,<High School
2520,12,High School
2521,16,4 Yrs College
2522,14,Some College
2524,12,High School
2525,6,<High School
2526,12,High School
2527,4,<High School
2528,6,<High School
2529,12,High School
2530,16,4 Yrs College
2531,13,Some College
2537,14,Some College
2539,16,4 Yrs College
2540,12,High School
2541,8,<High School
2542,14,Some College
2544,0,<High School
2547,16,4 Yrs College
2548,13,Some College
2550,16,4 Yrs College
2551,16,4 Yrs College
2552,12,High School
2555,11,<High School
2556,12,High School
2557,13,Some College
2559,16,4 Yrs College
2560,0,<High School
2561,16,4 Yrs College
2565,16,4 Yrs College
2567,14,Some College
2568,10,<High School
2569,12,High School
2571,12,High School
2572,12,High School
2573,14,Some College
2574,18,>4 Yrs College
2575,12,High School
2576,16,4 Yrs College
2578,16,4 Yrs College
2579,12,High School
2580,12,High School
2581,11,<High School
2582,12,High School
2583,12,High School
2584,12,High School
2585,10,<High School
2586,14,Some College
2587,12,High School
2589,11,<High School
2590,13,Some College
2591,15,Some College
2592,5,<High School
2593,16,4 Yrs College
2594,18,>4 Yrs College
2595,16,4 Yrs College
2596,12,High School
2598,15,Some College
2599,16,4 Yrs College
2600,8,<High School
2601,10,<High School
2602,16,4 Yrs College
2604,16,4 Yrs College
2606,12,High School
2607,12,High School
2608,16,4 Yrs College
2609,14,Some College
2611,12,High School
2612,12,High School
2613,16,4 Yrs College
2614,8,<High School
2615,12,High School
2617,12,High School
2618,13,Some College
2619,15,Some College
2620,8,<High School
2621,12,High School
2623,10,<High School
2624,16,4 Yrs College
2626,12,High School
2627,8,<High School
2629,14,Some College
2630,16,4 Yrs College
2631,12,High School
2632,16,4 Yrs College
2634,12,High School
2635,12,High School
2636,14,Some College
2637,10,<High School
2639,10,<High School
2640,18,>4 Yrs College
2642,12,High School
2643,12,High School
2644,20,>4 Yrs College
2645,8,<High School
2648,12,High School
2649,12,High School
2650,12,High School
2651,3,<High School
2652,12,High School
2653,10,<High School
2655,6,<High School
2656,15,Some College
2658,11,<High School
2660,12,High School
2661,10,<High School
2662,12,High School
2664,12,High School
2665,0,<High School
2666,12,High School
2668,12,High School
2671,16,4 Yrs College
2674,15,Some College
2675,12,High School
2678,0,<High School
2679,12,High School
2680,12,High School
2681,8,<High School
2682,8,<High School
2684,14,Some College
2685,12,High School
2686,15,Some College
2687,16,4 Yrs College
2688,12,High School
2689,12,High School
2690,14,Some College
2692,6,<High School
2695,13,Some College
2696,12,High School
2698,14,Some College
2699,12,High School
2700,12,High School
2702,12,High School
2703,16,4 Yrs College
2705,12,High School
2706,12,High School
2707,14,Some College
2710,13,Some College
2711,12,High School
2712,16,4 Yrs College
2713,12,High School
2714,12,High School
2717,16,4 Yrs College
2718,14,Some College
2722,12,High School
2723,12,High School
2725,9,<High School
2726,12,High School
2727,16,4 Yrs College
2729,12,High School
2733,12,High School
2734,10,<High School
2735,12,High School
2736,0,<High School
2737,16,4 Yrs College
2738,12,High School
2740,8,<High School
2742,13,Some College
2743,16,4 Yrs College
2745,13,Some College
2746,14,Some College
2747,12,High School
2748,11,<High School
2749,16,4 Yrs College
2750,10,<High School
2751,3,<High School
2754,12,High School
2759,19,>4 Yrs College
2760,16,4 Yrs College
2761,14,Some College
2762,12,High School
2763,16,4 Yrs College
2764,11,<High School
2766,12,High School
2771,14,Some College
2772,12,High School
2773,15,Some College
2774,12,High School
2776,11,<High School
2777,12,High School
2778,12,High School
2781,12,High School
2784,12,High School
2785,12,High School
2786,10,<High School
2787,8,<High School
2790,12,High School
2791,12,High School
2793,8,<High School
2794,16,4 Yrs College
2797,16,4 Yrs College
2800,10,<High School
2801,14,Some College
2804,16,4 Yrs College
2805,14,Some College
2806,10,<High School
2807,13,Some College
2809,18,>4 Yrs College
2810,11,<High School
2813,14,Some College
2816,9,<High School
2817,16,4 Yrs College
2819,8,<High School
2820,9,<High School
2821,14,Some College
2822,12,High School
2824,14,Some College
2825,12,High School
2826,12,High School
2828,8,<High School
2829,10,<High School
2831,8,<High School
2832,12,High School
2833,8,<High School
2835,14,Some College
2836,12,High School
2838,18,>4 Yrs College
2839,12,High School
2840,11,<High School
2841,12,High School
2843,12,High School
2844,12,High School
2846,12,High School
2847,10,<High School
2848,16,4 Yrs College
2849,10,<High School
2850,16,4 Yrs College
2852,12,High School
2853,12,High School
2854,12,High School
2857,12,High School
2858,15,Some College
2859,12,High School
2860,12,High School
2861,12,High School
2864,12,High School
2865,20,>4 Yrs College
2866,14,Some College
2867,13,Some College
2869,12,High School
2870,16,4 Yrs College
2871,12,High School
2872,13,Some College
2873,13,Some College
2874,8,<High School
2875,6,<High School
2876,13,Some College
2877,12,High School
2878,12,High School
2880,16,4 Yrs College
2882,12,High School
2883,12,High School
2886,16,4 Yrs College
2887,12,High School
2889,12,High School
2891,12,High School
2892,13,Some College
2895,12,High School
2896,12,High School
2897,12,High School
2898,3,<High School
2900,13,Some College
2901,16,4 Yrs College
2902,14,Some College
2903,14,Some College
2905,16,4 Yrs College
2909,14,Some College
2910,16,4 Yrs College
2911,17,>4 Yrs College
2912,17,>4 Yrs College
2914,14,Some College
2915,16,4 Yrs College
2918,12,High School
2919,12,High School
2920,16,4 Yrs College
2921,12,High School
2922,12,High School
2923,12,High School
2925,12,High School
2926,18,>4 Yrs College
2927,16,4 Yrs College
2928,12,High School
2929,12,High School
2930,15,Some College
2931,10,<High School
2936,16,4 Yrs College
2937,7,<High School
2938,12,High School
2940,15,Some College
2941,6,<High School
2943,14,Some College
2944,17,>4 Yrs College
2945,16,4 Yrs College
2946,12,High School
2948,18,>4 Yrs College
2949,14,Some College
2950,14,Some College
2951,12,High School
2952,14,Some College
2953,14,Some College
2954,14,Some College
2957,20,>4 Yrs College
2960,8,<High School
2962,16,4 Yrs College
2964,14,Some College
2965,13,Some College
2967,18,>4 Yrs College
2968,8,<High School
2972,14,Some College
2973,12,High School
2974,12,High School
2975,12,High School
2978,18,>4 Yrs College
2979,12,High School
2980,12,High School
2981,9,<High School
2984,12,High School
2985,10,<High School
2988,15,Some College
2990,12,High School
2992,12,High School
2993,8,<High School
2994,18,>4 Yrs College
2995,6,<High School
2996,12,High School
2998,12,High School
2999,16,4 Yrs College
3000,20,>4 Yrs College
3002,16,4 Yrs College
3003,16,4 Yrs College
3005,16,4 Yrs College
3007,12,High School
3008,12,High School
3009,12,High School
3011,12,High School
3012,12,High School
3014,16,4 Yrs College
3015,5,<High School
3016,12,High School
3019,16,4 Yrs College
3020,14,Some College
3021,8,<High School
3022,10,<High School
3023,6,<High School
3024,12,High School
3025,12,High School
3028,12,High School
3030,15,Some College
3033,12,High School
3035,12,High School
3036,12,High School
3038,6,<High School
3040,12,High School
3043,14,Some College
3044,17,>4 Yrs College
3045,13,Some College
3046,16,4 Yrs College
3047,12,High School
3049,12,High School
3050,13,Some College
3051,12,High School
3052,12,High School
3053,12,High School
3054,16,4 Yrs College
3055,8,<High School
3056,12,High School
3057,14,Some College
3060,12,High School
3061,12,High School
3062,12,High School
3063,10,<High School
3064,12,High School
3065,14,Some College
3066,12,High School
3067,14,Some College
3068,19,>4 Yrs College
3070,8,<High School
3071,15,Some College
3072,12,High School
3074,12,High School
3075,14,Some College
3076,12,High School
3077,16,4 Yrs College
3078,11,<High School
3079,14,Some College
3080,12,High School
3081,14,Some College
3083,12,High School
3084,16,4 Yrs College
3085,16,4 Yrs College
3088,12,High School
3091,16,4 Yrs College
3094,8,<High School
3097,12,High School
3098,12,High School
3100,12,High School
3101,15,Some College
3103,0,<High School
3104,12,High School
3105,12,High School
3109,20,>4 Yrs College
3112,17,>4 Yrs College
3114,12,High School
3116,14,Some College
3117,20,>4 Yrs College
3119,11,<High School
3120,17,>4 Yrs College
3121,12,High School
3124,14,Some College
3125,16,4 Yrs College
3127,12,High School
3130,12,High School
3132,16,4 Yrs College
3133,12,High School
3134,12,High School
3138,12,High School
3139,15,Some College
3140,17,>4 Yrs College
3141,13,Some College
3142,16,4 Yrs College
3144,12,High School
3146,14,Some College
3147,8,<High School
3149,14,Some College
3150,12,High School
3151,12,High School
3152,12,High School
3153,12,High School
3154,16,4 Yrs College
3155,16,4 Yrs College
3159,14,Some College
3160,13,Some College
3161,12,High School
3162,14,Some College
3163,17,>4 Yrs College
3164,8,<High School
3167,10,<High School
3170,16,4 Yrs College
3173,12,High School
3174,9,<High School
3176,12,High School
3177,20,>4 Yrs College
3178,12,High School
3179,6,<High School
3180,12,High School
3181,15,Some College
3182,16,4 Yrs College
3186,16,4 Yrs College
3187,12,High School
3191,16,4 Yrs College
3193,16,4 Yrs College
3194,12,High School
3195,12,High School
3197,8,<High School
3198,12,High School
3200,10,<High School
3201,7,<High School
3205,16,4 Yrs College
3206,12,High School
3207,8,<High School
3208,10,<High School
3209,0,<High School
3210,13,Some College
3211,17,>4 Yrs College
3213,12,High School
3214,12,High School
3215,10,<High School
3218,13,Some College
3219,18,>4 Yrs College
3221,8,<High School
3222,16,4 Yrs College
3224,12,High School
3225,12,High School
3229,8,<High School
3230,12,High School
3232,16,4 Yrs College
3233,12,High School
3238,13,Some College
3239,12,High School
3242,14,Some College
3243,12,High School
3244,12,High School
3245,12,High School
3246,14,Some College
3248,0,<High School
3249,12,High School
3250,12,High School
3253,9,<High School
3254,14,Some College
3255,12,High School
3256,12,High School
3258,12,High School
3260,12,High School
3261,6,<High School
3263,16,4 Yrs College
3264,9,<High School
3265,12,High School
3266,16,4 Yrs College
3268,12,High School
3269,16,4 Yrs College
3271,13,Some College
3272,14,Some College
3273,16,4 Yrs College
3274,12,High School
3275,12,High School
3276,12,High School
3283,12,High School
3286,13,Some College
3287,12,High School
3288,16,4 Yrs College
3289,16,4 Yrs College
3291,11,<High School
3292,14,Some College
3293,12,High School
3295,14,Some College
3297,9,<High School
3298,18,>4 Yrs College
3299,15,Some College
3302,10,<High School
3303,18,>4 Yrs College
3305,12,High School
3307,12,High School
3310,16,4 Yrs College
3312,12,High School
3313,12,High School
3314,15,Some College
3315,12,High School
3316,20,>4 Yrs College
3317,20,>4 Yrs College
3318,16,4 Yrs College
3320,13,Some College
3321,14,Some College
3322,7,<High School
3323,2,<High School
3326,12,High School
3328,12,High School
3330,12,High School
3331,12,High School
3332,8,<High School
3333,16,4 Yrs College
3335,12,High School
3337,12,High School
3339,20,>4 Yrs College
3340,12,High School
3341,19,>4 Yrs College
3343,12,High School
3344,14,Some College
3347,12,High School
3348,14,Some College
3349,16,4 Yrs College
3351,13,Some College
3352,15,Some College
3354,18,>4 Yrs College
3355,12,High School
3356,0,<High School
3357,12,High School
3360,12,High School
3362,14,Some College
3363,14,Some College
3365,20,>4 Yrs College
3367,12,High School
3368,18,>4 Yrs College
3371,12,High School
3372,12,High School
3373,16,4 Yrs College
3374,12,High School
3376,12,High School
3377,11,<High School
3378,14,Some College
3379,12,High School
3384,7,<High School
3385,12,High School
3386,12,High School
3388,16,4 Yrs College
3389,4,<High School
3393,12,High School
3394,12,High School
3395,15,Some College
3396,19,>4 Yrs College
3397,20,>4 Yrs College
3398,12,High School
3400,12,High School
3401,12,High School
3403,12,High School
3404,12,High School
3407,14,Some College
3408,12,High School
3409,12,High School
3410,12,High School
3411,12,High School
3413,12,High School
3414,12,High School
3415,12,High School
3416,17,>4 Yrs College
3418,12,High School
3420,16,4 Yrs College
3421,14,Some College
3423,16,4 Yrs College
3424,14,Some College
3425,12,High School
3426,14,Some College
3428,4,<High School
3429,12,High School
3430,7,<High School
3431,10,<High School
3432,12,High School
3433,9,<High School
3436,12,High School
3438,12,High School
3440,8,<High School
3441,12,High School
3444,14,Some College
3446,9,<High School
3447,14,Some College
3448,12,High School
3449,12,High School
3450,12,High School
3452,12,High School
3453,16,4 Yrs College
3455,12,High School
3456,16,4 Yrs College
3458,16,4 Yrs College
3461,12,High School
3462,14,Some College
3465,16,4 Yrs College
3466,8,<High School
3469,14,Some College
3473,12,High School
3475,12,High School
3476,5,<High School
3477,12,High School
3480,12,High School
3481,12,High School
3482,16,4 Yrs College
3483,12,High School
3485,12,High School
3487,12,High School
3490,14,Some College
3491,0,<High School
3492,12,High School
3493,14,Some College
3494,14,Some College
3495,16,4 Yrs College
3496,12,High School
3500,12,High School
3501,10,<High School
3503,8,<High School
3504,12,High School
3505,12,High School
3506,16,4 Yrs College
3507,12,High School
3508,0,<High School
3509,12,High School
3510,12,High School
3511,12,High School
3513,12,High School
3514,12,High School
3516,16,4 Yrs College
3517,12,High School
3521,12,High School
3523,12,High School
3524,12,High School
3525,12,High School
3526,17,>4 Yrs College
3527,5,<High School
3529,12,High School
3530,14,Some College
3531,12,High School
3532,15,Some College
3533,16,4 Yrs College
3534,6,<High School
3537,12,High School
3538,8,<High School
3539,15,Some College
3540,12,High School
3542,12,High School
3544,14,Some College
3546,12,High School
3548,8,<High School
3550,12,High School
3551,17,>4 Yrs College
3557,0,<High School
3558,12,High School
3559,16,4 Yrs College
3561,12,High School
3564,16,4 Yrs College
3565,16,4 Yrs College
3566,16,4 Yrs College
3568,12,High School
3570,12,High School
3571,18,>4 Yrs College
3572,10,<High School
3573,11,<High School
3576,12,High School
3577,12,High School
3578,12,High School
3579,6,<High School
3580,9,<High School
3581,9,<High School
3584,14,Some College
3586,12,High School
3587,11,<High School
3588,15,Some College
3589,12,High School
3590,12,High School
3592,12,High School
3596,16,4 Yrs College
3597,12,High School
3598,12,High School
3603,4,<High School
3604,12,High School
3605,16,4 Yrs College
3608,14,Some College
3609,16,4 Yrs College
3610,12,High School
3615,12,High School
3616,12,High School
3617,12,High School
3618,11,<High School
3619,12,High School
3620,14,Some College
3623,18,>4 Yrs College
3626,16,4 Yrs College
3627,14,Some College
3630,12,High School
3631,16,4 Yrs College
3632,9,<High School
3635,16,4 Yrs College
3636,12,High School
3637,16,4 Yrs College
3638,16,4 Yrs College
3639,12,High School
3641,12,High School
3643,9,<High School
3645,18,>4 Yrs College
3646,12,High School
3649,14,Some College
3650,8,<High School
3651,12,High School
3652,9,<High School
3653,12,High School
3656,12,High School
3657,8,<High School
3659,18,>4 Yrs College
3660,16,4 Yrs College
3661,20,>4 Yrs College
3662,8,<High School
3664,16,4 Yrs College
3666,8,<High School
3667,12,High School
3668,8,<High School
3670,16,4 Yrs College
3672,12,High School
3673,12,High School
3674,12,High School
3675,5,<High School
3677,16,4 Yrs College
3678,14,Some College
3679,12,High School
3680,11,<High School
3681,18,>4 Yrs College
3686,13,Some College
3688,13,Some College
3689,20,>4 Yrs College
3691,12,High School
3692,16,4 Yrs College
3693,16,4 Yrs College
3694,17,>4 Yrs College
3695,12,High School
3700,12,High School
3701,12,High School
3702,12,High School
3703,6,<High School
3705,1,<High School
3706,18,>4 Yrs College
3708,8,<High School
3709,12,High School
3710,17,>4 Yrs College
3711,12,High School
3712,12,High School
3713,15,Some College
3714,12,High School
3715,10,<High School
3717,16,4 Yrs College
3718,12,High School
3724,9,<High School
3725,12,High School
3727,12,High School
3728,12,High School
3729,13,Some College
3731,16,4 Yrs College
3732,8,<High School
3733,16,4 Yrs College
3735,16,4 Yrs College
3736,16,4 Yrs College
3737,5,<High School
3739,0,<High School
3741,12,High School
3742,14,Some College
3743,16,4 Yrs College
3745,12,High School
3746,10,<High School
3747,8,<High School
3748,12,High School
3749,12,High School
3751,12,High School
3752,20,>4 Yrs College
3753,12,High School
3754,12,High School
3755,12,High School
3756,12,High School
3757,12,High School
3758,18,>4 Yrs College
3759,13,Some College
3760,12,High School
3762,16,4 Yrs College
3764,12,High School
3765,16,4 Yrs College
3767,16,4 Yrs College
3768,18,>4 Yrs College
3771,16,4 Yrs College
3772,8,<High School
3773,13,Some College
3774,9,<High School
3776,12,High School
3777,12,High School
3780,16,4 Yrs College
3784,12,High School
3786,12,High School
3787,12,High School
3789,11,<High School
3790,16,4 Yrs College
3795,4,<High School
3796,16,4 Yrs College
3799,18,>4 Yrs College
3804,16,4 Yrs College
3805,16,4 Yrs College
3806,16,4 Yrs College
3807,12,High School
3810,12,High School
3811,12,High School
3814,12,High School
3815,13,Some College
3817,16,4 Yrs College
3819,12,High School
3820,11,<High School
3821,16,4 Yrs College
3823,14,Some College
3824,12,High School
3825,12,High School
3827,16,4 Yrs College
3829,14,Some College
3832,12,High School
3834,16,4 Yrs College
3835,12,High School
3837,16,4 Yrs College
3840,6,<High School
3843,16,4 Yrs College
3844,12,High School
3845,12,High School
3848,12,High School
3849,12,High School
3850,8,<High School
3851,12,High School
3853,12,High School
3855,12,High School
3857,14,Some College
3858,10,<High School
3859,15,Some College
3860,14,Some College
3861,13,Some College
3862,13,Some College
3863,12,High School
3864,12,High School
3865,12,High School
3866,12,High School
3868,16,4 Yrs College
3874,17,>4 Yrs College
3875,6,<High School
3876,12,High School
3877,12,High School
3878,12,High School
3881,16,4 Yrs College
3883,7,<High School
3884,20,>4 Yrs College
3885,12,High School
3886,12,High School
3889,19,>4 Yrs College
3890,16,4 Yrs College
3891,17,>4 Yrs College
3892,12,High School
3894,14,Some College
3895,16,4 Yrs College
3896,12,High School
3897,17,>4 Yrs College
3899,12,High School
3901,12,High School
3906,10,<High School
3908,12,High School
3911,7,<High School
3912,12,High School
3913,12,High School
3914,0,<High School
3915,16,4 Yrs College
3918,12,High School
3920,16,4 Yrs College
3921,12,High School
3922,12,High School
3923,20,>4 Yrs College
3924,8,<High School
3925,12,High School
3926,12,High School
3928,16,4 Yrs College
3930,5,<High School
3932,13,Some College
3934,12,High School
3935,10,<High School
3936,2,<High School
3937,3,<High School
3938,12,High School
3943,9,<High School
3944,12,High School
3945,16,4 Yrs College
3946,10,<High School
3949,16,4 Yrs College
3950,18,>4 Yrs College
3951,12,High School
3953,14,Some College
3954,12,High School
3955,12,High School
3956,12,High School
3958,12,High School
3959,12,High School
3963,16,4 Yrs College
3964,7,<High School
3965,0,<High School
3966,12,High School
3973,9,<High School
3974,12,High School
3975,20,>4 Yrs College
3976,12,High School
3977,12,High School
3978,12,High School
3979,12,High School
3980,12,High School
3981,12,High School
3982,12,High School
3983,12,High School
3986,14,Some College
3988,16,4 Yrs College
3989,12,High School
3990,14,Some College
3992,16,4 Yrs College
3995,12,High School
3996,12,High School
3997,12,High School
3998,12,High School
3999,13,Some College
4001,12,High School
4002,15,Some College
4003,12,High School
4006,13,Some College
4007,12,High School
4008,12,High School
4010,12,High School
4012,12,High School
4013,12,High School
4015,12,High School
4016,10,<High School
4018,12,High School
4019,9,<High School
4020,9,<High School
4021,20,>4 Yrs College
4023,12,High School
4024,12,High School
4026,16,4 Yrs College
4027,10,<High School
4028,14,Some College
4029,12,High School
4031,14,Some College
4033,12,High School
4035,16,4 Yrs College
4039,20,>4 Yrs College
4042,16,4 Yrs College
4043,6,<High School
4045,6,<High School
4046,12,High School
4050,10,<High School
4052,12,High School
4053,12,High School
4055,14,Some College
4056,12,High School
4058,12,High School
4059,14,Some College
4060,17,>4 Yrs College
4061,12,High School
4062,12,High School
4064,18,>4 Yrs College
4066,16,4 Yrs College
4070,16,4 Yrs College
4071,14,Some College
4072,16,4 Yrs College
4073,4,<High School
4074,17,>4 Yrs College
4076,12,High School
4077,6,<High School
4079,12,High School
4080,12,High School
4081,6,<High School
4082,12,High School
4084,12,High School
4085,16,4 Yrs College
4086,13,Some College
4087,16,4 Yrs College
4089,16,4 Yrs College
4090,8,<High School
4094,12,High School
4095,14,Some College
4096,19,>4 Yrs College
4097,10,<High School
4098,16,4 Yrs College
4100,14,Some College
4101,12,High School
4102,12,High School
4103,18,>4 Yrs College
4105,20,>4 Yrs College
4106,19,>4 Yrs College
4107,12,High School
4110,12,High School
4112,14,Some College
4113,12,High School
4116,13,Some College
4117,14,Some College
4118,10,<High School
4121,16,4 Yrs College
4122,10,<High School
4124,4,<High School
4125,12,High School
4128,12,High School
4129,12,High School
4130,16,4 Yrs College
4132,11,<High School
4135,12,High School
4136,16,4 Yrs College
4137,13,Some College
4138,20,>4 Yrs College
4139,14,Some College
4140,9,<High School
4141,14,Some College
4142,12,High School
4143,12,High School
4144,12,High School
4145,16,4 Yrs College
4147,10,<High School
4148,16,4 Yrs College
4150,12,High School
4152,12,High School
4153,12,High School
4154,12,High School
4155,12,High School
4156,12,High School
4157,12,High School
4158,16,4 Yrs College
4160,12,High School
4161,16,4 Yrs College
4164,12,High School
4165,16,4 Yrs College
4168,12,High School
4170,16,4 Yrs College
4171,12,High School
4172,15,Some College
4173,11,<High School
4174,10,<High School
4175,12,High School
4179,12,High School
4180,12,High School
4181,12,High School
4182,16,4 Yrs College
4183,8,<High School
4184,12,High School
4185,6,<High School
4190,12,High School
4191,12,High School
4193,10,<High School
4194,13,Some College
4196,5,<High School
4197,12,High School
4198,16,4 Yrs College
4199,14,Some College
4200,16,4 Yrs College
4201,16,4 Yrs College
4202,13,Some College
4204,14,Some College
4205,12,High School
4208,16,4 Yrs College
4210,12,High School
4211,12,High School
4214,12,High School
4215,13,Some College
4217,11,<High School
4220,13,Some College
4221,14,Some College
4222,12,High School
4223,11,<High School
4225,11,<High School
4227,14,Some College
4228,13,Some College
4229,16,4 Yrs College
4231,12,High School
4235,8,<High School
4236,9,<High School
4238,16,4 Yrs College
4239,15,Some College
4240,12,High School
4241,12,High School
4242,18,>4 Yrs College
4243,12,High School
4244,12,High School
4246,12,High School
4247,9,<High School
4248,12,High School
4249,12,High School
4250,12,High School
4251,14,Some College
4253,16,4 Yrs College
4254,12,High School
4255,12,High School
4256,12,High School
4257,12,High School
4258,12,High School
4260,16,4 Yrs College
4262,16,4 Yrs College
4263,10,<High School
4265,12,High School
4266,16,4 Yrs College
4267,5,<High School
4268,16,4 Yrs College
4272,14,Some College
4277,8,<High School
4279,11,<High School
4280,16,4 Yrs College
4281,7,<High School
4282,12,High School
4283,12,High School
4284,9,<High School
4287,15,Some College
4288,18,>4 Yrs College
4289,12,High School
4290,11,<High School
4293,10,<High School
4296,12,High School
4297,12,High School
4304,12,High School
4305,14,Some College
4307,7,<High School
4308,16,4 Yrs College
4311,12,High School
4312,12,High School
4313,14,Some College
4314,0,<High School
4315,8,<High School
4316,8,<High School
4320,18,>4 Yrs College
4323,16,4 Yrs College
4324,12,High School
4325,12,High School
4326,14,Some College
4327,17,>4 Yrs College
4328,17,>4 Yrs College
4329,12,High School
4331,20,>4 Yrs College
4332,12,High School
4333,0,<High School
4334,12,High School
4336,12,High School
4337,11,<High School
4338,16,4 Yrs College
4340,12,High School
4342,10,<High School
4344,12,High School
4345,16,4 Yrs College
4347,18,>4 Yrs College
4348,12,High School
4349,15,Some College
4352,20,>4 Yrs College
4353,17,>4 Yrs College
4354,16,4 Yrs College
4355,12,High School
4356,12,High School
4358,14,Some College
4359,12,High School
4360,14,Some College
4361,14,Some College
4364,12,High School
4366,8,<High School
4367,12,High School
4368,13,Some College
4369,12,High School
4370,12,High School
4373,16,4 Yrs College
4374,9,<High School
4375,13,Some College
4376,13,Some College
4377,16,4 Yrs College
4378,14,Some College
4379,12,High School
4380,12,High School
4381,16,4 Yrs College
4382,6,<High School
4384,16,4 Yrs College
4385,14,Some College
4386,16,4 Yrs College
4388,14,Some College
4391,14,Some College
4392,12,High School
4395,14,Some College
4396,12,High School
4397,20,>4 Yrs College
4399,12,High School
4401,12,High School
4402,14,Some College
4404,12,High School
4406,18,>4 Yrs College
4407,12,High School
4409,12,High School
4411,20,>4 Yrs College
4412,12,High School
4414,10,<High School
4416,12,High School
4417,16,4 Yrs College
4418,12,High School
4419,16,4 Yrs College
4423,13,Some College
4425,18,>4 Yrs College
4427,12,High School
4428,12,High School
4429,8,<High School
4430,12,High School
4433,20,>4 Yrs College
4436,12,High School
4437,9,<High School
4439,13,Some College
4440,16,4 Yrs College
4441,12,High School
4442,13,Some College
4443,18,>4 Yrs College
4444,14,Some College
4445,18,>4 Yrs College
4447,12,High School
4448,10,<High School
4451,12,High School
4452,12,High School
4453,12,High School
4454,16,4 Yrs College
4455,15,Some College
4456,0,<High School
4457,18,>4 Yrs College
4458,12,High School
4459,0,<High School
4460,12,High School
4461,12,High School
4462,20,>4 Yrs College
4463,12,High School
4464,8,<High School
4466,16,4 Yrs College
4467,16,4 Yrs College
4468,16,4 Yrs College
4469,16,4 Yrs College
4470,14,Some College
